iter	Passed	Remaining
658	728	377
659	730	376
660	731	375
661	732	373
662	733	372
663	734	371
664	735	370
665	737	370
666	739	369
667	740	368
668	741	367
669	742	365
670	744	364
671	745	363
672	746	362
673	747	361
674	749	360
675	750	359
676	751	358
677	753	357
678	755	356
679	756	356
680	758	355
681	760	354
682	761	353
683	762	352
684	763	351
685	764	350
686	766	349
687	767	348
688	769	347
689	771	346
690	772	345
691	774	344
692	775	343
693	777	342
694	778	341
695	780	340
696	781	339
697	783	338
698	784	338
699	786	337
700	787	335
701	788	334
702	790	333
703	791	332
704	793	331
705	796	331
706	799	331
707	800	330
708	802	329
709	804	328
710	806	327
711	807	326
712	809	325
713	811	325
714	816	325
715	817	324
716	819	323
717	820	322
718	820	320
719	821	319
720	822	318
721	823	317
722	824	316
723	826	315
724	827	313
725	828	312
726	829	311
727	829	310
728	830	308
729	831	307
730	832	306
731	832	304
732	833	303
733	834	302
734	835	301
735	836	299
736	837	298
737	838	297
738	839	296
739	840	295
740	841	294
741	842	292
742	843	291
743	844	290
744	844	289
745	845	287
746	846	286
747	847	285
748	848	284
749	849	283
750	850	281
751	851	280
752	852	279
753	853	278
754	854	277
755	855	276
756	856	274
757	857	273
758	858	272
759	859	271
760	860	270
761	861	268
762	861	267
763	862	266
764	864	265
765	865	264
766	866	263
767	867	261
768	868	260
769	869	259
770	871	258
771	873	257
772	875	256
773	876	255
774	878	254
775	879	253
776	881	253
777	883	252
778	886	251
779	889	250
780	890	249
781	892	248
782	894	247
783	896	246
784	898	246
785	900	245
786	902	244
787	905	243
788	907	242
789	909	241
790	911	240
791	916	240
792	918	239
793	923	239
794	926	239
795	930	238
796	933	237
797	935	236
798	937	235
799	940	235
800	942	234
801	945	233
802	947	232
803	950	231
804	953	230
805	957	230
806	959	229
807	962	228
808	964	227
809	969	227
810	971	226
811	973	225
812	976	224
813	980	224
814	983	223
815	986	222
816	989	221
817	991	220
818	996	220
819	999	219
820	1001	218
821	1004	217
822	1007	216
823	1009	215
824	1012	214
825	1014	213
826	1016	212
827	1018	211
828	1021	210
829	1022	209
830	1025	208
831	1027	207
832	1029	206
833	1031	205
834	1035	204
835	1037	203
836	1043	203
837	1045	202
838	1048	201
839	1050	200
840	1053	199
841	1055	198
842	1058	197
843	1061	196
844	1063	195
845	1065	193
846	1067	192
847	1070	191
848	1073	190
849	1075	189
850	1077	188
851	1079	187
852	1081	186
853	1083	185
854	1086	184
855	1088	183
856	1090	181
857	1092	180
858	1095	179
859	1097	178
860	1100	177
861	1102	176
862	1105	175
863	1107	174
864	1109	173
865	1111	171
866	1113	170
867	1115	169
868	1117	168
869	1120	167
870	1122	166
871	1124	165
872	1126	163
873	1129	162
874	1131	161
875	1134	160
876	1136	159
877	1137	158
878	1140	156
879	1143	155
880	1146	154
881	1148	153
882	1150	152
883	1152	151
884	1154	150
885	1158	149
886	1161	148
887	1164	146
888	1166	145
889	1169	144
890	1173	143
891	1177	142
892	1179	141
893	1181	140
894	1183	138
895	1186	137
896	1188	136
897	1191	135
898	1194	134
899	1195	132
900	1196	131
901	1197	130
902	1198	128
903	1200	127
904	1201	126
905	1203	124
906	1204	123
907	1205	122
908	1206	120
909	1207	119
910	1207	118
911	1208	116
912	1210	115
913	1211	113
914	1212	112
915	1213	111
916	1215	109
917	1216	108
918	1217	107
919	1218	105
920	1219	104
921	1220	103
922	1221	101
923	1223	100
924	1224	99
925	1225	97
926	1226	96
927	1227	95
928	1231	94
929	1232	92
930	1233	91
931	1236	90
932	1239	89
933	1242	87
934	1253	87
935	1260	86
936	1264	84
937	1267	83
938	1275	82
939	1278	81
940	1281	80
941	1283	79
942	1286	77
943	1290	76
944	1293	75
945	1295	73
946	1298	72
947	1303	71
948	1305	70
949	1307	68
950	1310	67
951	1316	66
952	1319	65
953	1322	63
954	1325	62
955	1329	61
956	1332	59
957	1336	58
958	1339	57
959	1343	55
960	1349	54
961	1355	53
962	1363	52
963	1367	51
964	1370	49
965	1373	48
966	1376	46
967	1380	45
968	1383	44
969	1390	42
970	1393	41
971	1397	40
972	1401	38
973	1407	37
974	1410	36
975	1417	34
976	1420	33
977	1423	32
978	1425	30
979	1432	29
980	1436	27
981	1439	26
982	1443	24
983	1446	23
984	1449	22
985	1452	20
986	1454	19
987	1458	17
988	1461	16
989	1463	14
990	1466	13
991	1468	11
992	1477	10
993	1480	8
994	1483	7
995	1487	5
996	1490	4
997	1492	2
998	1495	1
999	1497	0
